net,length_um
net6,51.6
net7,48.6
_00_,43.8
net1,43.4
net5,37.86
_06_,36.62
net4,35.28
net2,31.94
net12,30.58
_04_,28.02
net3,26.94
net10,25.42
_05_,22.46
net16,20.42
_01_,18.2
net8,14.92
_08_,13.3
_02_,13.22
net9,13.04
x[7],12.79
_07_,12.2
z[0],11.89
net14,11.66
x[0],10.73
z[7],10.61
net13,8.44
_03_,8.28
net15,7.48
z[6],7.15
net11,7.06
x[1],6.65
x[3],5.97
z[5],5.29
x[4],4.95
x[2],4.61
x[5],4.61
x[6],4.61
z[3],4.27
z[1],3.93
z[2],3.93
z[4],3.93
